x	y	label	showSelected1	PANEL	group
0.5	1.1	loss=0.2502, 3/50 errors=6%	neural.network 62	1	1580
0.5	1.1	loss=0.2489, 3/50 errors=6%	neural.network 63	1	1591
0.5	1.1	loss=0.2476, 3/50 errors=6%	neural.network 64	1	1602
0.5	1.1	loss=0.2463, 3/50 errors=6%	neural.network 65	1	1613
0.5	1.1	loss=0.2451, 3/50 errors=6%	neural.network 66	1	1624
0.5	1.1	loss=0.2438, 3/50 errors=6%	neural.network 67	1	1635
0.5	1.1	loss=0.2425, 3/50 errors=6%	neural.network 68	1	1646
0.5	1.1	loss=0.2412, 3/50 errors=6%	neural.network 69	1	1657
0.5	1.1	loss=0.24, 3/50 errors=6%	neural.network 70	1	1669
0.5	1.1	loss=0.2388, 3/50 errors=6%	neural.network 71	1	1680
0.5	1.1	loss=0.2376, 3/50 errors=6%	neural.network 72	1	1691
0.5	1.1	loss=0.2365, 3/50 errors=6%	neural.network 73	1	1702
0.5	1.1	loss=0.2351, 3/50 errors=6%	neural.network 74	1	1713
0.5	1.1	loss=0.2341, 3/50 errors=6%	neural.network 75	1	1724
0.5	1.1	loss=0.2328, 3/50 errors=6%	neural.network 76	1	1735
0.5	1.1	loss=0.2317, 3/50 errors=6%	neural.network 77	1	1746
0.5	1.1	loss=0.2304, 3/50 errors=6%	neural.network 78	1	1757
0.5	1.1	loss=0.2294, 3/50 errors=6%	neural.network 79	1	1768
0.5	1.1	loss=0.228, 3/50 errors=6%	neural.network 80	1	1780
0.5	1.1	loss=0.227, 3/50 errors=6%	neural.network 81	1	1791
0.5	1.1	loss=0.2257, 3/50 errors=6%	neural.network 82	1	1802
0.5	1.1	loss=0.2246, 3/50 errors=6%	neural.network 83	1	1813
0.5	1.1	loss=0.2233, 2/50 errors=4%	neural.network 84	1	1824
0.5	1.1	loss=0.2223, 3/50 errors=6%	neural.network 85	1	1835
0.5	1.1	loss=0.221, 2/50 errors=4%	neural.network 86	1	1846
0.5	1.1	loss=0.22, 3/50 errors=6%	neural.network 87	1	1857
0.5	1.1	loss=0.2187, 2/50 errors=4%	neural.network 88	1	1868
0.5	1.1	loss=0.2177, 2/50 errors=4%	neural.network 89	1	1879
0.5	1.1	loss=0.2164, 2/50 errors=4%	neural.network 90	1	1891
0.5	1.1	loss=0.2154, 2/50 errors=4%	neural.network 91	1	1902
0.5	1.1	loss=0.2141, 2/50 errors=4%	neural.network 92	1	1913
0.5	1.1	loss=0.2132, 2/50 errors=4%	neural.network 93	1	1924
0.5	1.1	loss=0.2119, 2/50 errors=4%	neural.network 94	1	1935
0.5	1.1	loss=0.211, 2/50 errors=4%	neural.network 95	1	1946
0.5	1.1	loss=0.2098, 2/50 errors=4%	neural.network 96	1	1957
0.5	1.1	loss=0.2088, 2/50 errors=4%	neural.network 97	1	1968
0.5	1.1	loss=0.2077, 2/50 errors=4%	neural.network 98	1	1979
0.5	1.1	loss=0.2067, 2/50 errors=4%	neural.network 99	1	1990
0.5	1.1	loss=0.2056, 2/50 errors=4%	neural.network 100	1	1003
0.5	1.1	loss=0.2047, 2/50 errors=4%	neural.network 101	1	1005
0.5	1.1	loss=0.2035, 2/50 errors=4%	neural.network 102	1	1006
0.5	1.1	loss=0.2026, 2/50 errors=4%	neural.network 103	1	1007
0.5	1.1	loss=0.2015, 2/50 errors=4%	neural.network 104	1	1008
0.5	1.1	loss=0.2006, 2/50 errors=4%	neural.network 105	1	1009
0.5	1.1	loss=0.1995, 2/50 errors=4%	neural.network 106	1	1010
0.5	1.1	loss=0.1987, 2/50 errors=4%	neural.network 107	1	1011
0.5	1.1	loss=0.1976, 2/50 errors=4%	neural.network 108	1	1012
0.5	1.1	loss=0.1968, 2/50 errors=4%	neural.network 109	1	1013
0.5	1.1	loss=0.1957, 2/50 errors=4%	neural.network 110	1	1015
0.5	1.1	loss=0.1949, 2/50 errors=4%	neural.network 111	1	1016
0.5	1.1	loss=0.1938, 2/50 errors=4%	neural.network 112	1	1017
0.5	1.1	loss=0.193, 2/50 errors=4%	neural.network 113	1	1018
0.5	1.1	loss=0.192, 2/50 errors=4%	neural.network 114	1	1019
0.5	1.1	loss=0.1912, 2/50 errors=4%	neural.network 115	1	1020
0.5	1.1	loss=0.1902, 2/50 errors=4%	neural.network 116	1	1021
0.5	1.1	loss=0.1894, 2/50 errors=4%	neural.network 117	1	1022
0.5	1.1	loss=0.1884, 2/50 errors=4%	neural.network 118	1	1023
0.5	1.1	loss=0.1876, 2/50 errors=4%	neural.network 119	1	1024
0.5	1.1	loss=0.1866, 2/50 errors=4%	neural.network 120	1	1026
0.5	1.1	loss=0.1859, 2/50 errors=4%	neural.network 121	1	1027
0.5	1.1	loss=0.1849, 2/50 errors=4%	neural.network 122	1	1028
0.5	1.1	loss=0.1842, 2/50 errors=4%	neural.network 123	1	1029
0.5	1.1	loss=0.1832, 2/50 errors=4%	neural.network 124	1	1030
0.5	1.1	loss=0.1825, 2/50 errors=4%	neural.network 125	1	1031
0.5	1.1	loss=0.1816, 2/50 errors=4%	neural.network 126	1	1032
0.5	1.1	loss=0.1808, 2/50 errors=4%	neural.network 127	1	1033
0.5	1.1	loss=0.1799, 2/50 errors=4%	neural.network 128	1	1034
0.5	1.1	loss=0.1792, 2/50 errors=4%	neural.network 129	1	1035
0.5	1.1	loss=0.1783, 2/50 errors=4%	neural.network 130	1	1037
0.5	1.1	loss=0.1776, 2/50 errors=4%	neural.network 131	1	1038
0.5	1.1	loss=0.1767, 2/50 errors=4%	neural.network 132	1	1039
0.5	1.1	loss=0.1761, 2/50 errors=4%	neural.network 133	1	1040
0.5	1.1	loss=0.1752, 2/50 errors=4%	neural.network 134	1	1041
0.5	1.1	loss=0.1745, 2/50 errors=4%	neural.network 135	1	1042
0.5	1.1	loss=0.1737, 2/50 errors=4%	neural.network 136	1	1043
0.5	1.1	loss=0.173, 1/50 errors=2%	neural.network 137	1	1044
0.5	1.1	loss=0.1721, 2/50 errors=4%	neural.network 138	1	1045
0.5	1.1	loss=0.1716, 1/50 errors=2%	neural.network 139	1	1046
0.5	1.1	loss=0.1707, 2/50 errors=4%	neural.network 140	1	1048
0.5	1.1	loss=0.1701, 1/50 errors=2%	neural.network 141	1	1049
0.5	1.1	loss=0.1692, 2/50 errors=4%	neural.network 142	1	1050
0.5	1.1	loss=0.1686, 1/50 errors=2%	neural.network 143	1	1051
0.5	1.1	loss=0.1678, 2/50 errors=4%	neural.network 144	1	1052
0.5	1.1	loss=0.1672, 1/50 errors=2%	neural.network 145	1	1053
0.5	1.1	loss=0.1664, 2/50 errors=4%	neural.network 146	1	1054
0.5	1.1	loss=0.1658, 1/50 errors=2%	neural.network 147	1	1055
0.5	1.1	loss=0.165, 2/50 errors=4%	neural.network 148	1	1056
0.5	1.1	loss=0.1644, 1/50 errors=2%	neural.network 149	1	1057
0.5	1.1	loss=0.1637, 1/50 errors=2%	neural.network 150	1	1059
0.5	1.1	loss=0.1631, 1/50 errors=2%	neural.network 151	1	1060
0.5	1.1	loss=0.1623, 1/50 errors=2%	neural.network 152	1	1061
0.5	1.1	loss=0.1618, 1/50 errors=2%	neural.network 153	1	1062
0.5	1.1	loss=0.161, 1/50 errors=2%	neural.network 154	1	1063
0.5	1.1	loss=0.1604, 1/50 errors=2%	neural.network 155	1	1064
0.5	1.1	loss=0.1597, 1/50 errors=2%	neural.network 156	1	1065
0.5	1.1	loss=0.1591, 1/50 errors=2%	neural.network 157	1	1066
0.5	1.1	loss=0.1584, 1/50 errors=2%	neural.network 158	1	1067
0.5	1.1	loss=0.1579, 1/50 errors=2%	neural.network 159	1	1068
0.5	1.1	loss=0.1572, 1/50 errors=2%	neural.network 160	1	1070
0.5	1.1	loss=0.1566, 1/50 errors=2%	neural.network 161	1	1071
0.5	1.1	loss=0.1559, 1/50 errors=2%	neural.network 162	1	1072
0.5	1.1	loss=0.1554, 1/50 errors=2%	neural.network 163	1	1073
0.5	1.1	loss=0.1547, 1/50 errors=2%	neural.network 164	1	1074
0.5	1.1	loss=0.1542, 1/50 errors=2%	neural.network 165	1	1075
0.5	1.1	loss=0.1535, 1/50 errors=2%	neural.network 166	1	1076
0.5	1.1	loss=0.153, 1/50 errors=2%	neural.network 167	1	1077
0.5	1.1	loss=0.1523, 1/50 errors=2%	neural.network 168	1	1078
0.5	1.1	loss=0.1518, 1/50 errors=2%	neural.network 169	1	1079
0.5	1.1	loss=0.1512, 1/50 errors=2%	neural.network 170	1	1081
0.5	1.1	loss=0.1506, 1/50 errors=2%	neural.network 171	1	1082
0.5	1.1	loss=0.15, 1/50 errors=2%	neural.network 172	1	1083
0.5	1.1	loss=0.1495, 1/50 errors=2%	neural.network 173	1	1084
0.5	1.1	loss=0.1489, 1/50 errors=2%	neural.network 174	1	1085
0.5	1.1	loss=0.1483, 1/50 errors=2%	neural.network 175	1	1086
0.5	1.1	loss=0.1478, 1/50 errors=2%	neural.network 176	1	1087
0.5	1.1	loss=0.1472, 1/50 errors=2%	neural.network 177	1	1088
0.5	1.1	loss=0.1467, 1/50 errors=2%	neural.network 178	1	1089
0.5	1.1	loss=0.1461, 1/50 errors=2%	neural.network 179	1	1090
0.5	1.1	loss=0.1456, 1/50 errors=2%	neural.network 180	1	1092
0.5	1.1	loss=0.145, 1/50 errors=2%	neural.network 181	1	1093
0.5	1.1	loss=0.1446, 1/50 errors=2%	neural.network 182	1	1094
0.5	1.1	loss=0.1439, 1/50 errors=2%	neural.network 183	1	1095
0.5	1.1	loss=0.1435, 1/50 errors=2%	neural.network 184	1	1096
0.5	1.1	loss=0.1429, 1/50 errors=2%	neural.network 185	1	1097
0.5	1.1	loss=0.1425, 1/50 errors=2%	neural.network 186	1	1098
0.5	1.1	loss=0.1419, 1/50 errors=2%	neural.network 187	1	1099
0.5	1.1	loss=0.1415, 1/50 errors=2%	neural.network 188	1	1100
0.5	1.1	loss=0.1408, 1/50 errors=2%	neural.network 189	1	1101
0.5	1.1	loss=0.1405, 1/50 errors=2%	neural.network 190	1	1103
0.5	1.1	loss=0.1398, 1/50 errors=2%	neural.network 191	1	1104
0.5	1.1	loss=0.1395, 1/50 errors=2%	neural.network 192	1	1105
0.5	1.1	loss=0.1388, 1/50 errors=2%	neural.network 193	1	1106
0.5	1.1	loss=0.1382, 1/50 errors=2%	neural.network 194	1	1107
0.5	1.1	loss=0.1378, 1/50 errors=2%	neural.network 195	1	1108
0.5	1.1	loss=0.1372, 1/50 errors=2%	neural.network 196	1	1109
0.5	1.1	loss=0.1367, 1/50 errors=2%	neural.network 197	1	1110
0.5	1.1	loss=0.1363, 1/50 errors=2%	neural.network 198	1	1111
0.5	1.1	loss=0.1357, 1/50 errors=2%	neural.network 199	1	1112
0.5	1.1	loss=0.1352, 1/50 errors=2%	neural.network 200	1	1115
0.5	1.1	loss=0.1348, 1/50 errors=2%	neural.network 201	1	1116
0.5	1.1	loss=0.1343, 1/50 errors=2%	neural.network 202	1	1117
0.5	1.1	loss=0.1339, 1/50 errors=2%	neural.network 203	1	1118
0.5	1.1	loss=0.1334, 1/50 errors=2%	neural.network 204	1	1119
0.5	1.1	loss=0.133, 1/50 errors=2%	neural.network 205	1	1120
0.5	1.1	loss=0.1325, 1/50 errors=2%	neural.network 206	1	1121
0.5	1.1	loss=0.1321, 1/50 errors=2%	neural.network 207	1	1122
0.5	1.1	loss=0.1315, 1/50 errors=2%	neural.network 208	1	1123
0.5	1.1	loss=0.1314, 1/50 errors=2%	neural.network 209	1	1124
0.5	1.1	loss=0.1307, 1/50 errors=2%	neural.network 210	1	1126
0.5	1.1	loss=0.1302, 1/50 errors=2%	neural.network 211	1	1127
0.5	1.1	loss=0.1299, 1/50 errors=2%	neural.network 212	1	1128
0.5	1.1	loss=0.1294, 1/50 errors=2%	neural.network 213	1	1129
0.5	1.1	loss=0.129, 1/50 errors=2%	neural.network 214	1	1130
0.5	1.1	loss=0.1286, 1/50 errors=2%	neural.network 215	1	1131
0.5	1.1	loss=0.1281, 1/50 errors=2%	neural.network 216	1	1132
0.5	1.1	loss=0.1278, 1/50 errors=2%	neural.network 217	1	1133
0.5	1.1	loss=0.1273, 1/50 errors=2%	neural.network 218	1	1134
0.5	1.1	loss=0.1269, 1/50 errors=2%	neural.network 219	1	1135
0.5	1.1	loss=0.1265, 1/50 errors=2%	neural.network 220	1	1137
0.5	1.1	loss=0.1261, 1/50 errors=2%	neural.network 221	1	1138
0.5	1.1	loss=0.1257, 1/50 errors=2%	neural.network 222	1	1139
0.5	1.1	loss=0.1253, 1/50 errors=2%	neural.network 223	1	1140
0.5	1.1	loss=0.1249, 1/50 errors=2%	neural.network 224	1	1141
0.5	1.1	loss=0.1247, 1/50 errors=2%	neural.network 225	1	1142
0.5	1.1	loss=0.1241, 1/50 errors=2%	neural.network 226	1	1143
0.5	1.1	loss=0.1237, 1/50 errors=2%	neural.network 227	1	1144
0.5	1.1	loss=0.1234, 1/50 errors=2%	neural.network 228	1	1145
0.5	1.1	loss=0.1229, 1/50 errors=2%	neural.network 229	1	1146
0.5	1.1	loss=0.1226, 1/50 errors=2%	neural.network 230	1	1148
0.5	1.1	loss=0.1222, 1/50 errors=2%	neural.network 231	1	1149
0.5	1.1	loss=0.1217, 1/50 errors=2%	neural.network 232	1	1150
0.5	1.1	loss=0.1216, 1/50 errors=2%	neural.network 233	1	1151
0.5	1.1	loss=0.121, 1/50 errors=2%	neural.network 234	1	1152
0.5	1.1	loss=0.1206, 1/50 errors=2%	neural.network 235	1	1153
0.5	1.1	loss=0.1204, 1/50 errors=2%	neural.network 236	1	1154
0.5	1.1	loss=0.1199, 1/50 errors=2%	neural.network 237	1	1155
0.5	1.1	loss=0.1195, 1/50 errors=2%	neural.network 238	1	1156
0.5	1.1	loss=0.1192, 1/50 errors=2%	neural.network 239	1	1157
0.5	1.1	loss=0.1188, 1/50 errors=2%	neural.network 240	1	1159
0.5	1.1	loss=0.1185, 1/50 errors=2%	neural.network 241	1	1160
0.5	1.1	loss=0.1181, 1/50 errors=2%	neural.network 242	1	1161
0.5	1.1	loss=0.1177, 1/50 errors=2%	neural.network 243	1	1162
0.5	1.1	loss=0.1174, 1/50 errors=2%	neural.network 244	1	1163
0.5	1.1	loss=0.1171, 1/50 errors=2%	neural.network 245	1	1164
0.5	1.1	loss=0.1167, 1/50 errors=2%	neural.network 246	1	1165
0.5	1.1	loss=0.1166, 1/50 errors=2%	neural.network 247	1	1166
0.5	1.1	loss=0.116, 1/50 errors=2%	neural.network 248	1	1167
0.5	1.1	loss=0.1156, 1/50 errors=2%	neural.network 249	1	1168
0.5	1.1	loss=0.1154, 1/50 errors=2%	neural.network 250	1	1170
0.5	1.1	loss=0.115, 1/50 errors=2%	neural.network 251	1	1171
0.5	1.1	loss=0.1147, 1/50 errors=2%	neural.network 252	1	1172
0.5	1.1	loss=0.1145, 1/50 errors=2%	neural.network 253	1	1173
0.5	1.1	loss=0.114, 1/50 errors=2%	neural.network 254	1	1174
0.5	1.1	loss=0.1136, 1/50 errors=2%	neural.network 255	1	1175
0.5	1.1	loss=0.1134, 1/50 errors=2%	neural.network 256	1	1176
0.5	1.1	loss=0.1129, 1/50 errors=2%	neural.network 257	1	1177
0.5	1.1	loss=0.1127, 1/50 errors=2%	neural.network 258	1	1178
0.5	1.1	loss=0.1124, 1/50 errors=2%	neural.network 259	1	1179
0.5	1.1	loss=0.112, 1/50 errors=2%	neural.network 260	1	1181
0.5	1.1	loss=0.1117, 1/50 errors=2%	neural.network 261	1	1182
0.5	1.1	loss=0.1115, 1/50 errors=2%	neural.network 262	1	1183
0.5	1.1	loss=0.111, 1/50 errors=2%	neural.network 263	1	1184
0.5	1.1	loss=0.1109, 1/50 errors=2%	neural.network 264	1	1185
0.5	1.1	loss=0.1104, 1/50 errors=2%	neural.network 265	1	1186
0.5	1.1	loss=0.1101, 1/50 errors=2%	neural.network 266	1	1187
0.5	1.1	loss=0.1099, 1/50 errors=2%	neural.network 267	1	1188
0.5	1.1	loss=0.1095, 1/50 errors=2%	neural.network 268	1	1189
0.5	1.1	loss=0.1092, 1/50 errors=2%	neural.network 269	1	1190
0.5	1.1	loss=0.109, 1/50 errors=2%	neural.network 270	1	1192
0.5	1.1	loss=0.1086, 1/50 errors=2%	neural.network 271	1	1193
0.5	1.1	loss=0.1083, 1/50 errors=2%	neural.network 272	1	1194
0.5	1.1	loss=0.1081, 1/50 errors=2%	neural.network 273	1	1195
0.5	1.1	loss=0.1077, 1/50 errors=2%	neural.network 274	1	1196
0.5	1.1	loss=0.1074, 1/50 errors=2%	neural.network 275	1	1197
0.5	1.1	loss=0.1072, 1/50 errors=2%	neural.network 276	1	1198
0.5	1.1	loss=0.1069, 1/50 errors=2%	neural.network 277	1	1199
0.5	1.1	loss=0.1065, 1/50 errors=2%	neural.network 278	1	1200
0.5	1.1	loss=0.1062, 1/50 errors=2%	neural.network 279	1	1201
0.5	1.1	loss=0.106, 1/50 errors=2%	neural.network 280	1	1203
0.5	1.1	loss=0.1057, 1/50 errors=2%	neural.network 281	1	1204
0.5	1.1	loss=0.1054, 1/50 errors=2%	neural.network 282	1	1205
0.5	1.1	loss=0.1052, 1/50 errors=2%	neural.network 283	1	1206
0.5	1.1	loss=0.1048, 1/50 errors=2%	neural.network 284	1	1207
0.5	1.1	loss=0.1045, 1/50 errors=2%	neural.network 285	1	1208
0.5	1.1	loss=0.1043, 1/50 errors=2%	neural.network 286	1	1209
0.5	1.1	loss=0.104, 1/50 errors=2%	neural.network 287	1	1210
0.5	1.1	loss=0.1037, 1/50 errors=2%	neural.network 288	1	1211
0.5	1.1	loss=0.1035, 1/50 errors=2%	neural.network 289	1	1212
0.5	1.1	loss=0.1032, 1/50 errors=2%	neural.network 290	1	1214
0.5	1.1	loss=0.1028, 1/50 errors=2%	neural.network 291	1	1215
0.5	1.1	loss=0.1026, 1/50 errors=2%	neural.network 292	1	1216
0.5	1.1	loss=0.1022, 1/50 errors=2%	neural.network 293	1	1217
0.5	1.1	loss=0.1019, 1/50 errors=2%	neural.network 294	1	1218
0.5	1.1	loss=0.1018, 1/50 errors=2%	neural.network 295	1	1219
0.5	1.1	loss=0.1014, 1/50 errors=2%	neural.network 296	1	1220
0.5	1.1	loss=0.1011, 1/50 errors=2%	neural.network 297	1	1221
0.5	1.1	loss=0.1009, 1/50 errors=2%	neural.network 298	1	1222
0.5	1.1	loss=0.1006, 1/50 errors=2%	neural.network 299	1	1223
0.5	1.1	loss=0.1002, 1/50 errors=2%	neural.network 300	1	1226
0.5	1.1	loss=0.1, 1/50 errors=2%	neural.network 301	1	1227
0.5	1.1	loss=0.0997, 1/50 errors=2%	neural.network 302	1	1228
0.5	1.1	loss=0.0994, 1/50 errors=2%	neural.network 303	1	1229
0.5	1.1	loss=0.0991, 1/50 errors=2%	neural.network 304	1	1230
0.5	1.1	loss=0.0989, 1/50 errors=2%	neural.network 305	1	1231
0.5	1.1	loss=0.0985, 1/50 errors=2%	neural.network 306	1	1232
0.5	1.1	loss=0.0982, 1/50 errors=2%	neural.network 307	1	1233
0.5	1.1	loss=0.0982, 1/50 errors=2%	neural.network 308	1	1234
0.5	1.1	loss=0.0978, 1/50 errors=2%	neural.network 309	1	1235
0.5	1.1	loss=0.0975, 1/50 errors=2%	neural.network 310	1	1237
0.5	1.1	loss=0.0973, 1/50 errors=2%	neural.network 311	1	1238
0.5	1.1	loss=0.0971, 1/50 errors=2%	neural.network 312	1	1239
0.5	1.1	loss=0.0967, 1/50 errors=2%	neural.network 313	1	1240
0.5	1.1	loss=0.0964, 1/50 errors=2%	neural.network 314	1	1241
0.5	1.1	loss=0.0964, 1/50 errors=2%	neural.network 315	1	1242
0.5	1.1	loss=0.096, 1/50 errors=2%	neural.network 316	1	1243
0.5	1.1	loss=0.0957, 1/50 errors=2%	neural.network 317	1	1244
0.5	1.1	loss=0.0955, 1/50 errors=2%	neural.network 318	1	1245
0.5	1.1	loss=0.0954, 1/50 errors=2%	neural.network 319	1	1246
0.5	1.1	loss=0.095, 1/50 errors=2%	neural.network 320	1	1248
0.5	1.1	loss=0.0946, 1/50 errors=2%	neural.network 321	1	1249
0.5	1.1	loss=0.0944, 1/50 errors=2%	neural.network 322	1	1250
0.5	1.1	loss=0.094, 1/50 errors=2%	neural.network 323	1	1251
0.5	1.1	loss=0.0937, 1/50 errors=2%	neural.network 324	1	1252
0.5	1.1	loss=0.0934, 1/50 errors=2%	neural.network 325	1	1253
0.5	1.1	loss=0.0931, 1/50 errors=2%	neural.network 326	1	1254
0.5	1.1	loss=0.0928, 1/50 errors=2%	neural.network 327	1	1255
0.5	1.1	loss=0.0925, 1/50 errors=2%	neural.network 328	1	1256
0.5	1.1	loss=0.0922, 1/50 errors=2%	neural.network 329	1	1257
0.5	1.1	loss=0.0919, 1/50 errors=2%	neural.network 330	1	1259
0.5	1.1	loss=0.0915, 1/50 errors=2%	neural.network 331	1	1260
0.5	1.1	loss=0.0913, 1/50 errors=2%	neural.network 332	1	1261
0.5	1.1	loss=0.0911, 1/50 errors=2%	neural.network 333	1	1262
0.5	1.1	loss=0.0908, 1/50 errors=2%	neural.network 334	1	1263
0.5	1.1	loss=0.0904, 1/50 errors=2%	neural.network 335	1	1264
0.5	1.1	loss=0.0903, 1/50 errors=2%	neural.network 336	1	1265
0.5	1.1	loss=0.09, 1/50 errors=2%	neural.network 337	1	1266
0.5	1.1	loss=0.0897, 1/50 errors=2%	neural.network 338	1	1267
0.5	1.1	loss=0.0894, 1/50 errors=2%	neural.network 339	1	1268
0.5	1.1	loss=0.0892, 1/50 errors=2%	neural.network 340	1	1270
0.5	1.1	loss=0.0889, 1/50 errors=2%	neural.network 341	1	1271
0.5	1.1	loss=0.0886, 1/50 errors=2%	neural.network 342	1	1272
0.5	1.1	loss=0.0884, 1/50 errors=2%	neural.network 343	1	1273
0.5	1.1	loss=0.0882, 1/50 errors=2%	neural.network 344	1	1274
0.5	1.1	loss=0.0879, 1/50 errors=2%	neural.network 345	1	1275
0.5	1.1	loss=0.0876, 1/50 errors=2%	neural.network 346	1	1276
0.5	1.1	loss=0.0874, 1/50 errors=2%	neural.network 347	1	1277
0.5	1.1	loss=0.0871, 1/50 errors=2%	neural.network 348	1	1278
0.5	1.1	loss=0.0869, 1/50 errors=2%	neural.network 349	1	1279
0.5	1.1	loss=0.0866, 1/50 errors=2%	neural.network 350	1	1281
0.5	1.1	loss=0.0864, 1/50 errors=2%	neural.network 351	1	1282
0.5	1.1	loss=0.0862, 1/50 errors=2%	neural.network 352	1	1283
0.5	1.1	loss=0.0859, 1/50 errors=2%	neural.network 353	1	1284
0.5	1.1	loss=0.0856, 1/50 errors=2%	neural.network 354	1	1285
0.5	1.1	loss=0.0854, 1/50 errors=2%	neural.network 355	1	1286
0.5	1.1	loss=0.0852, 1/50 errors=2%	neural.network 356	1	1287
0.5	1.1	loss=0.0849, 1/50 errors=2%	neural.network 357	1	1288
0.5	1.1	loss=0.0847, 1/50 errors=2%	neural.network 358	1	1289
