fill	x	y	showSelected2	PANEL	group
#C89089	0.359291708781291	0.888263865962324	subtrain	1	49
#A197CC	0.58587948772123	0.767560566001203	subtrain	1	50
#A197CC	0.234490329280894	0.675194020059693	validation	2	51
#A197CC	0.527307280924274	0.349589567559831	validation	2	52
#A197CC	0.168952698841515	0.519231487673961	validation	2	53
#A197CC	0.980510642406212	0.16272565641587	validation	2	54
#C89089	0.648323311790198	0.923404493675408	validation	2	55
#C89089	0.174187752201852	0.967951903332682	validation	2	56
#A197CC	0.758636958584866	0.336714574884222	validation	2	57
#A197CC	0.759472382818458	0.197603474050481	validation	2	58
#A197CC	0.701618864836997	0.700129037632462	validation	2	59
#A197CC	0.404744595997736	0.47839641389468	validation	2	60
#C89089	0.909407358000196	0.905177699703049	validation	2	61
#A197CC	0.640944795658535	0.452834507673056	validation	2	62
#A197CC	0.262211131666854	0.696992326376745	validation	2	63
#C89089	0.00971211295257906	0.494613181951477	validation	2	64
#A197CC	0.835607821782687	0.23851781466943	validation	2	65
#A197CC	0.485088137492761	0.525580863261345	validation	2	66
#A197CC	0.520116116680501	0.00351649445710275	validation	2	67
#C89089	0.842701211646476	0.925629035832675	validation	2	68
#A197CC	0.77919105438469	0.588941784439868	validation	2	69
#C89089	0.691106207006178	1.03993407609129	validation	2	70
#A197CC	0.725228322831856	0.718153612043088	validation	2	71
#A197CC	0.69968414047882	0.250042698501583	validation	2	72
#A197CC	0.473923574945565	0.787457851160863	validation	2	73
#C89089	0.12768952961521	0.147887231415708	validation	2	74
#A197CC	0.667998712148484	0.0966815885612355	validation	2	75
#A197CC	0.500128977199168	0.62145606633131	validation	2	76
#A197CC	0.422193688496974	0.325294578402543	validation	2	77
#C89089	-0.00369396836212481	0.535218512955329	validation	2	78
#A197CC	0.366273147368446	0.409475792058488	validation	2	79
#A197CC	0.592783734048475	0.29649215298853	validation	2	80
#A197CC	0.934130943128047	0.332341121353902	validation	2	81
#A197CC	0.511989878695174	0.432018790234821	validation	2	82
#C89089	0.619908314658933	0.966600399825626	validation	2	83
#A197CC	0.465793896768572	0.0426992800211062	validation	2	84
#C89089	0.0770269342704119	0.707174297676156	validation	2	85
#A197CC	0.454471857797289	0.617467493326822	validation	2	86
#C89089	0.36953342942992	0.813538810108926	validation	2	87
#A197CC	0.459651202955274	0.388294469387919	validation	2	88
#A197CC	0.90372145091202	0.529859563918987	validation	2	89
#A197CC	0.828690320773144	0.539491188506855	validation	2	90
#A197CC	0.373093313695972	0.313636662871781	validation	2	91
#C89089	0.410990609080784	0.95266387481309	validation	2	92
#C89089	0.783138285159901	0.848026827812394	validation	2	93
#A197CC	0.784350588068446	0.724694122049344	validation	2	94
#C89089	0.223977926263144	0.965409925772126	validation	2	95
#A197CC	0.230774217024888	0.692237934520587	validation	2	96
#A197CC	0.605700849876082	0.11308137240703	validation	2	97
#A197CC	0.718510538129622	0.37215396468476	validation	2	98
#A197CC	0.527332338961709	0.148640554901601	validation	2	99
#A197CC	0.831468978386637	0.315435399371271	validation	2	100
